secao;divisao;grupo;classe;subclasse_cod_cnae;desc_cnae;desc_classe
;4;45;4512;4512901;Representantes comerciais e agentes do comércio de veículos automotores;#N/A
;4;45;4512;4512902;Comércio sob consignação de veículos automotores;#N/A
;4;45;4520;4520001;Serviços de manutenção e reparação mecânica de veículos automotores;#N/A
;4;45;4520;4520002;Serviços de lanternagem ou funilaria e pintura de veículos automotores;#N/A
;4;45;4520;4520003;Serviços de manutenção e reparação elétrica de veículos automotores;#N/A
;4;45;4520;4520004;Serviços de alinhamento e balanceamento de veículos automotores;#N/A
;4;45;4520;4520005;Serviços de lavagem, lubrificação e polimento de veículos automotores;#N/A
;4;45;4520;4520006;Serviços de borracharia para veículos automotores;#N/A
;4;45;4520;4520007;Serviços de instalação, manutenção e reparação de acessórios para veículos automotores;#N/A
;4;45;4520;4520008;Serviços de capotaria;#N/A
;4;45;4530;4530701;Comércio por atacado de peças e acessórios novos para veículos automotores;#N/A
;4;45;4530;4530702;Comércio por atacado de pneumáticos e câmaras-de-ar;#N/A
;4;45;4530;4530703;Comércio a varejo de peças e acessórios novos para veículos automotores;#N/A
;4;45;4530;4530704;Comércio a varejo de peças e acessórios usados para veículos automotores;#N/A
;4;45;4530;4530705;Comércio a varejo de pneumáticos e câmaras-de-ar;#N/A
;4;45;4530;4530706;Representantes comerciais e agentes do comércio de peças e acessórios novos e usados para veículos automotores;#N/A
;4;45;4541;4541201;Comércio por atacado de motocicletas e motonetas;#N/A
;4;45;4541;4541202;Comércio por atacado de peças e acessórios para motocicletas e motonetas;#N/A
;4;45;4541;4541203;Comércio a varejo de motocicletas e motonetas novas;#N/A
;4;45;4541;4541204;Comércio a varejo de motocicletas e motonetas usadas;#N/A
;4;45;4541;4541205;Comércio a varejo de peças e acessórios para motocicletas e motonetas;#N/A
;4;45;4541;4541206;Comércio a varejo de peças e acessórios novos para  motocicletas e motonetas;#N/A
;4;45;4541;4541207;Comércio a varejo de peças e acessórios usados para motocicletas e motonetas;#N/A
;4;45;4542;4542101;Representantes comerciais e agentes do comércio de motocicletas e motonetas, peças e acessórios;#N/A
;4;45;4542;4542102;Comércio sob consignação de motocicletas e motonetas;#N/A
;4;45;4543;4543900;Manutenção e reparação de motocicletas e motonetas;#N/A
;4;46;4611;4611700;Representantes comerciais e agentes do comércio de matérias-primas agrícolas e animais vivos;#N/A
;4;46;4612;4612500;Representantes comerciais e agentes do comércio de combustíveis, minerais, produtos siderúrgicos e químicos;#N/A
;4;46;4613;4613300;Representantes comerciais e agentes do comércio de madeira, material de construção e ferragens;#N/A
;4;46;4614;4614100;Representantes comerciais e agentes do comércio de máquinas, equipamentos, embarcações e aeronaves;#N/A
;4;46;4615;4615000;Representantes comerciais e agentes do comércio de eletrodomésticos, móveis e artigos de uso doméstico;#N/A
;4;46;4616;4616800;Representantes comerciais e agentes do comércio de têxteis, vestuário, calçados e artigos de viagem;#N/A
;4;46;4617;4617600;Representantes comerciais e agentes do comércio de produtos alimentícios, bebidas e fumo;#N/A
;4;46;4618;4618401;Representantes comerciais e agentes do comércio de medicamentos, cosméticos e produtos de perfumaria;#N/A
;4;46;4618;4618402;Representantes comerciais e agentes do comércio de instrumentos e materiais odonto-médico-hospitalares;#N/A
;4;46;4618;4618403;Representantes comerciais e agentes do comércio de jornais, revistas e outras publicações;#N/A
;4;46;4618;4618499;Outros representantes comerciais e agentes do comércio especializado em produtos não especificados anteriormente;#N/A
;4;46;4619;4619200;Representantes comerciais e agentes do comércio de mercadorias em geral não especializado;#N/A
;4;46;4621;4621400;Comércio atacadista de café em grão;#N/A
;4;46;4622;4622200;Comércio atacadista de soja;#N/A
;4;46;4623;4623101;Comércio atacadista de animais vivos;#N/A
;4;46;4623;4623102;Comércio atacadista de couros, lãs, peles e outros subprodutos não-comestíveis de origem animal;#N/A
;4;46;4623;4623103;Comércio atacadista de algodão;#N/A
;4;46;4623;4623104;Comércio atacadista de fumo em folha não beneficiado;#N/A
;4;46;4623;4623105;Comércio atacadista de cacau;#N/A
;4;46;4623;4623106;Comércio atacadista de sementes, flores, plantas e gramas;#N/A
;4;46;4623;4623107;Comércio atacadista de sisal;#N/A
;4;46;4623;4623108;Comércio atacadista de matérias-primas agrícolas com atividade de fracionamento e acondicionamento associada;#N/A
;4;46;4623;4623109;Comércio atacadista de alimentos para animais;#N/A
;4;46;4623;4623199;Comércio atacadista de matérias-primas agrícolas não especificadas anteriormente;#N/A
;4;46;4631;4631100;Comércio atacadista de leite e laticínios;#N/A
;4;46;4632;4632001;Comércio atacadista de cereais e leguminosas beneficiados;#N/A
;4;46;4632;4632002;Comércio atacadista de farinhas, amidos e féculas;#N/A
;4;46;4632;4632003;Comércio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e féculas, com atividade de fracionamento e acondicionamento associada;#N/A
;4;46;4633;4633801;Comércio atacadista de frutas, verduras, raízes, tubérculos, hortaliças e legumes frescos;#N/A
;4;46;4633;4633802;Comércio atacadista de aves vivas e ovos;#N/A
;4;46;4633;4633803;Comércio atacadista de coelhos e outros pequenos animais vivos para alimentação;#N/A
;4;46;4634;4634601;Comércio atacadista de carnes bovinas e suínas e derivados;#N/A
;4;46;4634;4634602;Comércio atacadista de aves abatidas e derivados;#N/A
;4;46;4634;4634603;Comércio atacadista de pescados e frutos do mar;#N/A
;4;46;4634;4634699;Comércio atacadista de carnes e derivados de outros animais;#N/A
;4;46;4635;4635401;Comércio atacadista de água mineral;#N/A
;4;46;4635;4635402;Comércio atacadista de cerveja, chope e refrigerante;#N/A
;4;46;4635;4635403;Comércio atacadista de bebidas com atividade de fracionamento e acondicionamento associada;#N/A
;4;46;4635;4635499;Comércio atacadista de bebidas não especificadas anteriormente;#N/A
;4;46;4636;4636201;Comércio atacadista de fumo beneficiado;#N/A
;4;46;4636;4636202;Comércio atacadista de cigarros, cigarrilhas e charutos;#N/A
;4;46;4637;4637101;Comércio atacadista de café torrado, moído e solúvel;#N/A
;4;46;4637;4637102;Comércio atacadista de açúcar;#N/A
;4;46;4637;4637103;Comércio atacadista de óleos e gorduras;#N/A
;4;46;4637;4637104;Comércio atacadista de pães, bolos, biscoitos e similares;#N/A
;4;46;4637;4637105;Comércio atacadista de massas alimentícias;#N/A
;4;46;4637;4637106;Comércio atacadista de sorvetes;#N/A
;4;46;4637;4637107;Comércio atacadista de chocolates, confeitos, balas, bombons e semelhantes;#N/A
;4;46;4637;4637199;Comércio atacadista especializado em outros produtos alimentícios não especificados anteriormente;#N/A
;4;46;4639;4639701;Comércio atacadista de produtos alimentícios em geral;#N/A
;4;46;4639;4639702;Comércio atacadista de produtos alimentícios em geral, com atividade de fracionamento e acondicionamento associada;#N/A
;4;46;4641;4641901;Comércio atacadista de tecidos;#N/A
;4;46;4641;4641902;Comércio atacadista de artigos de cama, mesa e banho;#N/A
;4;46;4641;4641903;Comércio atacadista de artigos de armarinho;#N/A
;4;46;4642;4642701;Comércio atacadista de artigos do vestuário e acessórios, exceto profissionais e de segurança;#N/A
;4;46;4642;4642702;Comércio atacadista de roupas e acessórios para uso profissional e de segurança do trabalho;#N/A
;4;46;4643;4643501;Comércio atacadista de calçados;#N/A
;4;46;4643;4643502;Comércio atacadista de bolsas, malas e artigos de viagem;#N/A
;4;46;4644;4644301;Comércio atacadista de medicamentos e drogas de uso humano;#N/A
;4;46;4644;4644302;Comércio atacadista de medicamentos e drogas de uso veterinário;#N/A
;4;46;4645;4645101;Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, hospitalar e de laboratórios;#N/A
;4;46;4645;4645102;Comércio atacadista de próteses e artigos de ortopedia;#N/A
;4;46;4645;4645103;Comércio atacadista de produtos odontológicos;#N/A
;4;46;4646;4646001;Comércio atacadista de cosméticos e produtos de perfumaria;#N/A
;4;46;4646;4646002;Comércio atacadista de produtos de higiene pessoal;#N/A
;4;46;4647;4647801;Comércio atacadista de artigos de escritório e de papelaria;#N/A
;4;46;4647;4647802;Comércio atacadista de livros, jornais e outras publicações;#N/A
;4;46;4649;4649401;Comércio atacadista de equipamentos elétricos de uso pessoal e doméstico;#N/A
;4;46;4649;4649402;Comércio atacadista de aparelhos eletrônicos de uso pessoal e doméstico;#N/A
;4;46;4649;4649403;Comércio atacadista de bicicletas, triciclos e outros veículos recreativos;#N/A
;4;46;4649;4649404;Comércio atacadista de móveis e artigos de colchoaria;#N/A
;4;46;4649;4649405;"Comércio atacadista de artigos de tapeçaria; persianas e cortinas";#N/A
;4;46;4649;4649406;Comércio atacadista de lustres, luminárias e abajures;#N/A
;4;46;4649;4649407;Comércio atacadista de filmes, CDs, DVDs, fitas e discos;#N/A
;4;46;4649;4649408;Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar;#N/A
;4;46;4649;4649409;Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar, com atividade de fracionamento e acondicionamento associada;#N/A
;4;46;4649;4649410;Comércio atacadista de jóias, relógios e bijuterias, inclusive pedras preciosas e semipreciosas lapidadas;#N/A
;4;46;4649;4649499;Comércio atacadista de outros equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente;#N/A
;4;46;4651;4651601;Comércio atacadista de equipamentos de informática;#N/A
;4;46;4651;4651602;Comércio atacadista de suprimentos para informática;#N/A
;4;46;4652;4652400;Comércio atacadista de componentes eletrônicos e equipamentos de telefonia e comunicação;#N/A
;4;46;4661;4661300;"Comércio atacadista de máquinas, aparelhos e equipamentos para uso agropecuário; partes e peças";#N/A
;4;46;4662;4662100;"Comércio atacadista de máquinas, equipamentos para terraplenagem, mineração e construção; partes e peças";#N/A
;4;46;4663;4663000;"Comércio atacadista de Máquinas e equipamentos para uso industrial; partes e peças";#N/A
;4;46;4664;4664800;"Comércio atacadista de máquinas, aparelhos e equipamentos para uso odonto-médico-hospitalar; partes e peças";#N/A
;4;46;4665;4665600;"Comércio atacadista de máquinas e equipamentos para uso comercial; partes e peças";#N/A
;4;46;4669;4669901;"Comércio atacadista de bombas e compressores; partes e peças";#N/A
;4;46;4669;4669999;"Comércio atacadista de outras máquinas e equipamentos não especificados anteriormente; partes e peças";#N/A
;4;46;4671;4671100;Comércio atacadista de madeira e produtos derivados;#N/A
;4;46;4672;4672900;Comércio atacadista de ferragens e ferramentas;#N/A
;4;46;4673;4673700;Comércio atacadista de material elétrico;#N/A
;4;46;4674;4674500;Comércio atacadista de cimento;#N/A
;4;46;4679;4679601;Comércio atacadista de tintas, vernizes e similares;#N/A
;4;46;4679;4679602;Comércio atacadista de mármores e granitos;#N/A
;4;46;4679;4679603;Comércio atacadista de vidros, espelhos, vitrais e molduras;#N/A
;4;46;4679;4679604;Comércio atacadista especializado de materiais de construção não especificados anteriormente;#N/A
;4;46;4679;4679699;Comércio atacadista de materiais de construção em geral;#N/A
;4;46;4681;4681801;Comércio atacadista de álcool carburante, biodiesel, gasolina e demais derivados de petróleo, exceto lubrificantes, não realizado por transportador re;#N/A
;4;46;4681;4681802;Comércio atacadista de combustíveis realizado por transportador retalhista (T.R.R.);#N/A
;4;46;4681;4681803;Comércio atacadista de combustíveis de origem vegetal, exceto álcool carburante;#N/A
;4;46;4681;4681804;Comércio atacadista de combustíveis de origem mineral em bruto;#N/A
;4;46;4681;4681805;Comércio atacadista de lubrificantes;#N/A
;4;46;4682;4682600;Comércio atacadista de gás liqüefeito de petróleo (GLP);#N/A
;4;46;4683;4683400;Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo;#N/A
;4;46;4684;4684201;Comércio atacadista de resinas e elastômeros;#N/A
;4;46;4684;4684202;Comércio atacadista de solventes;#N/A
;4;46;4684;4684299;Comércio atacadista de outros produtos químicos e petroquímicos não especificados anteriormente;#N/A
;4;46;4685;4685100;Comércio atacadista de produtos siderúrgicos e metalúrgicos, exceto para construção;#N/A
;4;46;4686;4686901;Comércio atacadista de papel e papelão em bruto;#N/A
;4;46;4686;4686902;Comércio atacadista de embalagens;#N/A
;4;46;4687;4687701;Comércio atacadista de resíduos de papel e papelão;#N/A
;4;46;4687;4687702;Comércio atacadista de resíduos e sucatas não-metálicos, exceto de papel e papelão;#N/A
;4;46;4687;4687703;Comércio atacadista de resíduos e sucatas metálicos;#N/A
;4;46;4689;4689301;Comércio atacadista de produtos da extração mineral, exceto combustíveis;#N/A
;4;46;4689;4689302;Comércio atacadista de fios e fibras beneficiados;#N/A
;4;46;4689;4689399;Comércio atacadista especializado em outros produtos intermediários não especificados anteriormente;#N/A
;4;46;4691;4691500;Comércio atacadista de mercadorias em geral, com predominância de produtos alimentícios;#N/A
;4;46;4692;4692300;Comércio atacadista de mercadorias em geral, com predominância de insumos agropecuários;#N/A
;4;46;4693;4693100;Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários;#N/A
;4;47;4711;4711301;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados;#N/A
;4;47;4711;4711302;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados;#N/A
;4;47;4712;4712100;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns;#N/A
;4;47;4713;4713001;Lojas de departamentos ou magazines;#N/A
;4;47;4713;4713002;Lojas de variedades, exceto lojas de departamentos ou magazines;#N/A
;4;47;4713;4713003;Lojas duty free de aeroportos internacionais;#N/A
;4;47;4713;4713004;Lojas de departamentos ou magazines, exceto lojas francas (Duty free);#N/A
;4;47;4713;4713005;Lojas francas (Duty free) de aeroportos, portos e em fronteiras terrestres;#N/A
;4;47;4721;4721101;Padaria e confeitaria com predominância de produção própria;#N/A
;4;47;4721;4721102;Padaria e confeitaria com predominância de revenda;#N/A
;4;47;4721;4721103;Comércio varejista de laticínios e frios;#N/A
;4;47;4721;4721104;Comércio varejista de doces, balas, bombons e semelhantes;#N/A
;4;47;4722;4722901;Comércio varejista de carnes - açougues;#N/A
;4;47;4722;4722902;Peixaria;#N/A
;4;47;4723;4723700;Comércio varejista de bebidas;#N/A
;4;47;4724;4724500;Comércio varejista de hortifrutigranjeiros;#N/A
;4;47;4729;4729601;Tabacaria;#N/A
;4;47;4729;4729602;Comércio varejista de mercadorias em lojas de conveniência;#N/A
;4;47;4729;4729699;Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente;#N/A
;4;47;4731;4731800;Comércio varejista de combustíveis para veículos automotores;#N/A
;4;47;4732;4732600;Comércio varejista de lubrificantes;#N/A
;4;47;4741;4741500;Comércio varejista de tintas e materiais para pintura;#N/A
;4;47;4742;4742300;Comércio varejista de material elétrico;#N/A
;4;47;4743;4743100;Comércio varejista de vidros;#N/A
;4;47;4744;4744001;Comércio varejista de ferragens e ferramentas;#N/A
;4;47;4744;4744002;Comércio varejista de madeira e artefatos;#N/A
;4;47;4744;4744003;Comércio varejista de materiais hidráulicos;#N/A
;4;47;4744;4744004;Comércio varejista de cal, areia, pedra britada, tijolos e telhas;#N/A
;4;47;4744;4744005;Comércio varejista de materiais de construção não especificados anteriormente;#N/A
;4;47;4744;4744006;Comércio varejista de pedras para revestimento;#N/A
;4;47;4744;4744099;Comércio varejista de materiais de construção em geral;#N/A
;4;47;4751;4751200;Comércio varejista especializado de equipamentos e suprimentos de informática;#N/A
;4;47;4751;4751201;Comércio varejista especializado de equipamentos e suprimentos de informática;#N/A
;4;47;4751;4751202;Recarga de cartuchos para equipamentos de informática;#N/A
;4;47;4752;4752100;Comércio varejista especializado de equipamentos de telefonia e comunicação;#N/A
;4;47;4753;4753900;Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo;#N/A
;4;47;4754;4754701;Comércio varejista de móveis;#N/A
;4;47;4754;4754702;Comércio varejista de artigos de colchoaria;#N/A
;4;47;4754;4754703;Comércio varejista de artigos de iluminação;#N/A
;4;47;4755;4755501;Comércio varejista de tecidos;#N/A
;4;47;4755;4755502;Comercio varejista de artigos de armarinho;#N/A
;4;47;4755;4755503;Comercio varejista de artigos de cama, mesa e banho;#N/A
;4;47;4756;4756300;Comércio varejista especializado de instrumentos musicais e acessórios;#N/A
;4;47;4757;4757100;Comércio varejista especializado de peças e acessórios para aparelhos eletroeletrônicos para uso doméstico, exceto informática e comunicação;#N/A
;4;47;4759;4759801;Comércio varejista de artigos de tapeçaria, cortinas e persianas;#N/A
;4;47;4759;4759899;Comércio varejista de outros artigos de uso pessoal e doméstico não especificados anteriormente;#N/A
;4;47;4761;4761001;Comércio varejista de livros;#N/A
;4;47;4761;4761002;Comércio varejista de jornais e revistas;#N/A
;4;47;4761;4761003;Comércio varejista de artigos de papelaria;#N/A
;4;47;4762;4762800;Comércio varejista de discos, CDs, DVDs e fitas;#N/A
;4;47;4763;4763601;Comércio varejista de brinquedos e artigos recreativos;#N/A
;4;47;4763;4763602;Comércio varejista de artigos esportivos;#N/A
;4;47;4763;4763603;"Comércio varejista de bicicletas e triciclos; peças e acessórios";#N/A
;4;47;4763;4763604;Comércio varejista de artigos de caça, pesca e camping;#N/A
;4;47;4763;4763605;"Comércio varejista de embarcações e outros veículos recreativos; peças e acessórios";#N/A
;4;47;4771;4771701;Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas;#N/A
;4;47;4771;4771702;Comércio varejista de produtos farmacêuticos, com manipulação de fórmulas;#N/A
;4;47;4771;4771703;Comércio varejista de produtos farmacêuticos homeopáticos;#N/A
;4;47;4771;4771704;Comércio varejista de medicamentos veterinários;#N/A
;4;47;4772;4772500;Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal;#N/A
;4;47;4773;4773300;Comércio varejista de artigos médicos e ortopédicos;#N/A
;4;47;4774;4774100;Comércio varejista de artigos de óptica;#N/A
;4;47;4781;4781400;Comércio varejista de artigos do vestuário e acessórios;#N/A
;4;47;4782;4782201;Comércio varejista de calçados;#N/A
;4;47;4782;4782202;Comércio varejista de artigos de viagem;#N/A
;4;47;4783;4783101;Comércio varejista de artigos de joalheria;#N/A
;4;47;4783;4783102;Comércio varejista de artigos de relojoaria;#N/A
;4;47;4784;4784900;Comércio varejista de gás liqüefeito de petróleo (GLP);#N/A
;4;47;4785;4785701;Comércio varejista de antigüidades;#N/A
;4;47;4785;4785799;Comércio varejista de outros artigos usados;#N/A
;4;47;4789;4789001;Comércio varejista de suvenires, bijuterias e artesanatos;#N/A
;4;47;4789;4789002;Comércio varejista de plantas e flores naturais;#N/A
;4;47;4789;4789003;Comércio varejista de objetos de arte;#N/A
;4;47;4789;4789004;Comércio varejista de animais vivos e de artigos e alimentos para animais de estimação;#N/A
;4;47;4789;4789005;Comércio varejista de produtos saneantes domissanitários;#N/A
;4;47;4789;4789006;Comércio varejista de fogos de artifício e artigos pirotécnicos;#N/A
;4;47;4789;4789007;Comércio varejista de equipamentos para escritório;#N/A
;4;47;4789;4789008;Comércio varejista de artigos fotográficos e para filmagem;#N/A
;4;47;4789;4789009;Comércio varejista de armas e munições;#N/A
;4;47;4789;4789099;Comércio varejista de outros produtos não especificados anteriormente;#N/A
;4;49;4911;4911600;Transporte ferroviário de carga;#N/A
;4;49;4912;4912401;Transporte ferroviário de passageiros intermunicipal e interestadual;#N/A
;4;49;4912;4912402;Transporte ferroviário de passageiros municipal e em região metropolitana;#N/A
;4;49;4912;4912403;Transporte metroviário;#N/A
;4;49;4921;4921301;Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal;#N/A
;4;49;4921;4921302;Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal em região metropolitana;#N/A
;4;49;4922;4922101;Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal, exceto em região metropolitana;#N/A
;4;49;4922;4922102;Transporte rodoviário coletivo de passageiros, com itinerário fixo, interestadual;#N/A
;4;49;4922;4922103;Transporte rodoviário coletivo de passageiros, com itinerário fixo, internacional;#N/A
;4;49;4923;4923001;Serviço de táxi;#N/A
;4;49;4923;4923002;Serviço de transporte de passageiros - locação de automóveis com motorista;#N/A
;4;49;4924;4924800;Transporte escolar;#N/A
;4;49;4929;4929901;Transporte rodoviário coletivo de passageiros, sob regime de fretamento, municipal;#N/A
;4;49;4929;4929902;Transporte rodoviário coletivo de passageiros, sob regime de fretamento, intermunicipal, interestadual e internacional;#N/A
;4;49;4929;4929903;Organização de excursões em veículos rodoviários próprios, municipal;#N/A
;4;49;4929;4929904;Organização de excursões em veículos rodoviários próprios, intermunicipal, interestadual e internacional;#N/A
;4;49;4929;4929999;Outros transportes rodoviários de passageiros não especificados anteriormente;#N/A
;4;49;4930;4930201;Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal.;#N/A
;4;49;4930;4930202;Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional;#N/A
;4;49;4930;4930203;Transporte rodoviário de produtos perigosos;#N/A
;4;49;4930;4930204;Transporte rodoviário de mudanças;#N/A
;4;49;4940;4940000;Transporte dutoviário;#N/A
;4;49;4950;4950700;Trens turísticos, teleféricos e similares;#N/A
;5;50;5011;5011401;Transporte marítimo de cabotagem - Carga;#N/A
;5;50;5011;5011402;Transporte marítimo de cabotagem - passageiros;#N/A
;5;50;5012;5012201;Transporte marítimo de longo curso - Carga;#N/A
;5;50;5012;5012202;Transporte marítimo de longo curso - Passageiros;#N/A
;5;50;5021;5021101;Transporte por navegação interior de carga, municipal, exceto travessia;#N/A
;5;50;5021;5021102;Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia;#N/A
;5;50;5022;5022001;Transporte por navegação interior de passageiros em linhas regulares, municipal, exceto travessia;#N/A
;5;50;5022;5022002;Transporte por navegação interior de passageiros em linhas regulares, intermunicipal, interestadual e internacional, exceto travessia;#N/A
;5;50;5030;5030101;Navegação de apoio marítimo;#N/A
;5;50;5030;5030102;Navegação de apoio portuário;#N/A
;5;50;5030;5030103;Serviço de rebocadores e empurradores;#N/A
;5;50;5091;5091201;Transporte por navegação de travessia, municipal;#N/A
;5;50;5091;5091202;Transporte por navegação de travessia intermunicipal, interestadual e internacional;#N/A
;5;50;5099;5099801;Transporte aquaviário para passeios turísticos;#N/A
;5;50;5099;5099899;Outros transportes aquaviários não especificados anteriormente;#N/A
;5;51;5111;5111100;Transporte aéreo de passageiros regular;#N/A
;5;51;5112;5112901;Serviço de táxi aéreo e locação de aeronaves com tripulação;#N/A
;5;51;5112;5112999;Outros serviços de transporte aéreo de passageiros não-regular;#N/A
;5;51;5120;5120000;Transporte aéreo de carga;#N/A
;5;51;5130;5130700;Transporte espacial;#N/A
;5;52;5211;5211701;Armazéns gerais - emissão de warrant;#N/A
;5;52;5211;5211702;Guarda-móveis;#N/A
;5;52;5211;5211799;Depósitos de mercadorias para terceiros, exceto armazéns gerais e guarda-móveis;#N/A
;5;52;5212;5212500;Carga e descarga;#N/A
;5;52;5221;5221400;Concessionárias de rodovias, pontes, túneis e serviços relacionados;#N/A
;5;52;5222;5222200;Terminais rodoviários e ferroviários;#N/A
;5;52;5223;5223100;Estacionamento de veículos;#N/A
;5;52;5229;5229001;Serviços de apoio ao transporte por táxi, inclusive centrais de chamada;#N/A
;5;52;5229;5229002;Serviços de reboque de veículos;#N/A
;5;52;5229;5229099;Outras atividades auxiliares dos transportes terrestres não especificadas anteriormente;#N/A
;5;52;5231;5231101;Administração da infra-estrutura portuária;#N/A
;5;52;5231;5231102;Atividades do Operador Portuário;#N/A
;5;52;5231;5231103;Gestão de terminais aquaviários;#N/A
;5;52;5232;5232000;Atividades de agenciamento marítimo;#N/A
;5;52;5239;5239700;Atividades auxiliares dos transportes aquaviários não especificadas anteriormente;#N/A
;5;52;5239;5239701;Serviços de praticagem;#N/A
;5;52;5239;5239799;Atividades auxiliares dos transportes aquaviários não especificadas anteriormente;#N/A
;5;52;5240;5240101;Operação dos aeroportos e campos de aterrissagem;#N/A
;5;52;5240;5240199;Atividades auxiliares dos transportes aéreos, exceto operação dos aeroportos e campos de aterrissagem;#N/A
;5;52;5250;5250801;Comissaria de despachos;#N/A
;5;52;5250;5250802;Atividades de despachantes aduaneiros;#N/A
;5;52;5250;5250803;Agenciamento de cargas, exceto para o transporte marítimo;#N/A
;5;52;5250;5250804;Organização logística do transporte de carga;#N/A
;5;52;5250;5250805;Operador de transporte multimodal - OTM;#N/A
;5;53;5310;5310501;Atividades do Correio Nacional;#N/A
;5;53;5310;5310502;Atividades de franqueadas do Correio Nacional;#N/A
;5;53;5320;5320201;Serviços de malote não realizados pelo Correio Nacional;#N/A
;5;53;5320;5320202;Serviços de entrega rápida;#N/A
;5;55;5510;5510801;Hotéis;#N/A
;5;55;5510;5510802;Apart-hotéis;#N/A
;5;55;5510;5510803;Motéis;#N/A
;5;55;5590;5590601;Albergues, exceto assistenciais;#N/A
;5;55;5590;5590602;Campings;#N/A
;5;55;5590;5590603;Pensões (alojamento);#N/A
;5;55;5590;5590699;Outros alojamentos não especificados anteriormente;#N/A
;5;56;5611;5611201;Restaurantes e similares;#N/A
;5;56;5611;5611202;Bares e outros estabelecimentos especializados em servir bebidas;#N/A
;5;56;5611;5611203;Lanchonetes, casas de chá, de sucos e similares;#N/A
;5;56;5611;5611204;Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento;#N/A
;5;56;5611;5611205;Bares e outros estabelecimentos especializados em servir bebidas, com entretenimento;#N/A
;5;56;5612;5612100;Serviços ambulantes de alimentação;#N/A
;5;56;5620;5620101;Fornecimento de alimentos preparados preponderantemente para empresas;#N/A
;5;56;5620;5620102;Serviços de alimentação para eventos e recepções - bufê;#N/A
;5;56;5620;5620103;Cantinas - serviços de alimentação privativos;#N/A
;5;56;5620;5620104;Fornecimento de alimentos preparados preponderantemente para consumo domiciliar;#N/A
;5;58;5811;5811500;Edição de livros;#N/A
;5;58;5812;5812300;Edição de jornais;#N/A
;5;58;5812;5812301;Edição de jornais diários;#N/A
;5;58;5812;5812302;Edição de jornais não diários;#N/A
;5;58;5813;5813100;Edição de revistas;#N/A
;5;58;5819;5819100;Edição de cadastros, listas e de outros produtos gráficos;#N/A
;5;58;5821;5821200;Edição integrada à impressão de livros;#N/A
;5;58;5822;5822100;Edição integrada à impressão de jornais;#N/A
;5;58;5822;5822101;Edição integrada à impressão de jornais diários;#N/A
;5;58;5822;5822102;Edição integrada à impressão de jornais não diários;#N/A
;5;58;5823;5823900;Edição integrada à impressão de revistas;#N/A
;5;58;5829;5829800;Edição integrada à impressão de cadastros, listas e de outros produtos gráficos;#N/A
;5;59;5911;5911101;Estúdios cinematográficos;#N/A
;5;59;5911;5911102;Produção de filmes para publicidade;#N/A
;5;59;5911;5911199;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;#N/A
;5;59;5912;5912001;Serviços de dublagem;#N/A
;5;59;5912;5912002;Serviços de mixagem sonora em produção audiovisual;#N/A
;5;59;5912;5912099;Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;#N/A
;5;59;5913;5913800;Distribuição cinematográfica, de vídeo e de programas de televisão;#N/A
;5;59;5914;5914600;Atividades de exibição cinematográfica;#N/A
;5;59;5920;5920100;Atividades de gravação de som e de edição de música;#N/A
;6;60;6010;6010100;Atividades de rádio;#N/A
;6;60;6021;6021700;Atividades de televisão aberta;#N/A
;6;60;6022;6022501;Programadoras;#N/A
;6;60;6022;6022502;Atividades relacionadas à televisão por assinatura, exceto programadoras;#N/A
;6;61;6110;6110801;Serviços de telefonia fixa comutada - STFC;#N/A
;6;61;6110;6110802;Serviços de redes de transportes de telecomunicações - SRTT;#N/A
;6;61;6110;6110803;Serviços de comunicação multimídia - SCM;#N/A
;6;61;6110;6110899;Serviços de telecomunicações por fio não especificados anteriormente;#N/A
;6;61;6120;6120501;Telefonia móvel celular;#N/A
;6;61;6120;6120502;Serviço móvel especializado - SME;#N/A
